"Name","Runtime","Notes","Tags","dropout","learning_rate","max_len","freeze_bert","best_macro_f1","epoch","test/accuracy","test/loss","test/macro_f1","train/accuracy","train/loss","train/macro_f1"
"neat-sweep-25","219","-","","0.4911537072815935","0.0000309208144310822","128","false","0.6126460848957965","13","0.6170212765957447","0.9113053977489473","0.6126460848957965","0.7063222297756628","0.6931438886600992","0.7060421714076814"
"revived-sweep-24","153","-","","0.425223551816832","0.000026675714551079698","64","false","0.6236513422303444","17","0.6276595744680851","1.0319960216681163","0.6236513422303444","0.8198504418762746","0.46666325887908106","0.8199914008067601"
"azure-sweep-23","154","-","","0.406550080498068","0.0000331552888809795","64","false","0.6231673667737418","17","0.6276595744680851","1.081203778584798","0.6231673667737418","0.8375254928619986","0.4273225431856902","0.8376251644469263"
"stilted-sweep-22","128","-","","0.33027453421673797","0.00004070918333609448","64","false","0.6155598538577262","11","0.6170212765957447","0.9501155763864516","0.6155598538577262","0.7573079537729436","0.6085341993881308","0.7573921549381453"
"honest-sweep-21","159","-","","0.48045133305182086","0.00002924227695992043","64","false","0.6128659552175588","18","0.6143617021276596","1.067959800362587","0.6128659552175588","0.8307273963290279","0.4567873769480249","0.8309952345808717"
"astral-sweep-20","154","-","","0.4792379067444527","0.00003622127347534174","64","false","0.6150318058715006","15","0.6170212765957447","0.9846263080835342","0.6150318058715006","0.7729435757987764","0.5849275569552961","0.7716950719740904"
"vocal-sweep-19","141","-","","0.4551948811701662","0.00004398372057628127","64","false","0.6134861595778592","14","0.6196808510638298","0.9758497128883996","0.6134861595778592","0.7722637661454793","0.568851435314054","0.7722329138615306"
"silver-sweep-18","146","-","","0.35497623218908575","0.00003545243657765137","64","false","0.6191220008710503","15","0.6196808510638298","1.0858170141776402","0.6191220008710503","0.8348062542488104","0.44737912196180096","0.8350154068914123"
"helpful-sweep-17","145","-","","0.31151971355858643","0.000033789020326790474","64","false","0.6125638458971793","14","0.6170212765957447","1.0531923472881315","0.6125638458971793","0.8239292997960571","0.4485910227117331","0.8240460163963368"
"good-sweep-16","190","-","","0.33075559681862365","0.000031727900482493363","128","false","0.6050739052831832","10","0.6090425531914894","0.9020800242821376","0.6050739052831832","0.7165193745751189","0.6794404057057007","0.7164467289242874"
"winter-sweep-15","224","-","","0.40876238576915447","0.000020575342369042315","128","false","0.6155814495384465","14","0.6170212765957447","0.9475679099559784","0.6155814495384465","0.760707002039429","0.5969631911619849","0.7609452817596761"
"usual-sweep-14","192","-","","0.3839414355929728","0.0000421182310802646","128","false","0.6136611674413996","10","0.6170212765957447","0.900920753677686","0.6136611674413996","0.707681849082257","0.6927912772997565","0.7076665147011086"
"feasible-sweep-13","214","-","","0.31123958365275867","0.00003181653541297142","128","false","0.6083645282044662","13","0.6090425531914894","1.011916915575663","0.6083645282044662","0.7885791978246091","0.5318085246759913","0.7884079186613819"
"spring-sweep-12","149","-","","0.46303292428164466","0.000025253364410518746","64","false","0.6126564057489164","15","0.6143617021276596","0.9753763029972712","0.6126564057489164","0.7573079537729436","0.5993719846010208","0.7563696766455733"
"sweepy-sweep-11","235","-","","0.48308344606864384","0.000020176006550406215","128","false","0.6172242247939459","14","0.6170212765957447","0.93657615284125","0.6172242247939459","0.7144799456152278","0.6710075865621152","0.7138728274435615"
"smooth-sweep-10","153","-","","0.435726150669338","0.00003145467589429833","64","false","0.6202822388934404","17","0.625","1.0525253613789876","0.6202822388934404","0.8246091094493542","0.4631287027960238","0.824486261883763"
"ethereal-sweep-9","188","-","","0.380607916899931","0.00003377937849630293","128","false","0.6226434022052032","10","0.6276595744680851","0.8926438291867574","0.6226434022052032","0.7036029911624745","0.6998651027679443","0.7035283807040175"
"frosty-sweep-8","142","-","","0.32941414064520447","0.000032716500079447236","64","false","0.6131697380118925","14","0.6170212765957447","1.0319985151290894","0.6131697380118925","0.8246091094493542","0.4650843490077102","0.8244783800012373"
"dark-sweep-7","132","-","","0.47725264567468506","0.000038131420481187654","64","false","0.6168265230149346","11","0.6170212765957447","0.912683442234993","0.6168265230149346","0.7049626104690686","0.7245854774247045","0.704459857470228"
"dulcet-sweep-6","159","-","","0.416915416013353","0.000020304085938574457","64","false","0.631738706221081","17","0.6356382978723404","1.0074675033489864","0.631738706221081","0.8164513936097892","0.48200460555760755","0.8166537328236375"
"ethereal-sweep-5","160","-","","0.4923704639099646","0.00004663122169355311","64","false","0.6194383869251365","17","0.6223404255319149","1.0575593163569768","0.6194383869251365","0.8089734874235214","0.4948406504548114","0.8092431270103909"
"sleek-sweep-4","247","-","","0.49967342387999103","0.000048850349989801634","128","false","0.6088577830880633","16","0.6143617021276596","0.9820853968461356","0.6088577830880633","0.7899388171312033","0.5473447604023892","0.7900237403719209"
"hearty-sweep-3","143","-","","0.3233824095063634","0.00002222153111149462","64","false","0.6109681062470762","15","0.6117021276595744","1.0472440421581268","0.6109681062470762","0.8273283480625425","0.453653242924939","0.8273694876784088"
"different-sweep-2","155","-","","0.485653439732992","0.00004610552097592848","64","false","0.6146110339098643","17","0.6170212765957447","1.058158040046692","0.6146110339098643","0.8110129163834127","0.4858550980039265","0.8112924204332882"
"golden-sweep-1","139","-","","0.4550575437694972","0.00004320812306562167","64","false","0.6139334725402157","14","0.6196808510638298","0.976136639714241","0.6139334725402157","0.7729435757987764","0.5696950470623763","0.7727694099014663"
