user_id,following,publish_timestamp,has_location,is_carousel,num_images,is_sponsored,image_path,caption,follower_following_ratio,hour,day,is_weekend,caption_word_count,hashtags,num_hashtags,engagement_label
1009824958,339,2023-01-14 11:22:39,0,0,1,0,.\datasets\Data\hardikpandya93_25298326_3015497697586924812_1434924_4335\2023-01-14_11-22-39_UTC.jpg,🧬,74406.84411764707,11,Saturday,True,0,[],0,2
1009824958,339,2023-01-18 16:54:12,0,1,4,0,.\datasets\Data\hardikpandya93_25298326_3018563669386764194_1753786_4605\2023-01-18_16-54-12_UTC_1.jpg,"Winning start to the series 👊🇮🇳
What an innings @shubmangill 🤩💯💯",74406.84411764707,16,Wednesday,False,9,[],0,2
1009824958,339,2023-01-19 09:36:43,0,0,1,0,.\datasets\Data\hardikpandya93_25298326_3019068250927534941_1059861_2342\2023-01-19_09-36-43_UTC.jpg,#collab Huge thanks to @sgcricketofficial and @parasjuny for consistently providing me with the best equipment. Be sure to check out the website link in their bio for my exclusive product collection with SG,74406.84411764707,9,Thursday,False,33,['collab'],1,2
1009824958,339,2023-01-21 13:24:29,0,1,5,0,.\datasets\Data\hardikpandya93_25298326_3020632442969051422_1777127_4116\2023-01-21_13-24-29_UTC_1.jpg,What a performance 🤩 Thank you Raipur👏🇮🇳 2-0✔️,74406.84411764707,13,Saturday,True,8,[],0,2
1009824958,339,2023-01-23 04:54:56,0,0,1,0,.\datasets\Data\hardikpandya93_25298326_3021825532354359472_1969848_5054\2023-01-23_04-54-56_UTC.jpg,🩸,74406.84411764707,4,Monday,False,0,[],0,2
1009824958,339,2023-01-24 16:24:25,0,1,6,0,.\datasets\Data\hardikpandya93_25298326_3022897331972464194_1555154_3821\2023-01-24_16-24-25_UTC_1.jpg,Clinical 3-0 series win ✔️💥 Time to take this momentum into the T20Is 👊🇮🇳,74406.84411764707,16,Tuesday,False,13,[],0,2
1009824958,339,2023-01-25 09:35:29,0,1,3,0,.\datasets\Data\hardikpandya93_25298326_3023416290806939521_1435100_3881\2023-01-25_09-35-29_UTC_1.jpg,☀️🕶️💥,74406.84411764707,9,Wednesday,False,0,[],0,2
1009824958,339,2023-01-26 04:09:52,1,1,2,0,.\datasets\Data\hardikpandya93_25298326_3023977180106450266_5604673_16403\2023-01-26_04-09-52_UTC_1.jpg,Sholay 2 coming soon 😉,74406.84411764707,4,Thursday,False,4,[],0,2
1009824958,339,2023-01-29 17:31:26,0,1,4,0,.\datasets\Data\hardikpandya93_25298326_3026554942839938399_1519681_3878\2023-01-29_17-31-26_UTC_1.jpg,"Grit, determination, and a lot of character 🇮🇳",74406.84411764707,17,Sunday,True,7,[],0,2
1009824958,339,2023-02-01 19:42:09,0,1,7,0,.\datasets\Data\hardikpandya93_25298326_3028795065426245501_1867973_4044\2023-02-01_19-42-09_UTC_1.jpg,Dominant performance! And special @shubmangill show 🫶🙏🇮🇳,74406.84411764707,19,Wednesday,False,6,[],0,2
1009824958,339,2023-02-06 06:16:48,0,0,1,0,.\datasets\Data\hardikpandya93_25298326_3032013596074458933_1670599_3338\2023-02-06_06-16-48_UTC.jpg,🎈💫,74406.84411764707,6,Monday,False,0,[],0,2
1009824958,339,2023-02-07 07:50:51,0,1,4,0,.\datasets\Data\hardikpandya93_25298326_3032785705848966625_1167624_1618\2023-02-07_07-50-51_UTC_1.jpg,Never a dull moment when we’re together 👊💥,74406.84411764707,7,Tuesday,False,8,[],0,2
1009824958,339,2023-02-14 15:50:30,1,1,7,0,.\datasets\Data\hardikpandya93_25298326_3038100551266029042_5563876_14971\2023-02-14_15-50-30_UTC_1.jpg,We celebrated Valentine’s Day on this island of love by renewing the vows we took three years ago. We are truly blessed to have our family and friends with us to celebrate our love ❤️,74406.84411764707,15,Tuesday,False,35,[],0,2
1009824958,339,2023-02-16 16:14:04,1,1,10,0,.\datasets\Data\hardikpandya93_25298326_3039561970772779208_5646337_15059\2023-02-16_16-14-04_UTC_1.jpg,Now and forever ❤️,74406.84411764707,16,Thursday,False,3,[],0,2
1009824958,339,2023-02-17 11:29:20,1,1,3,0,.\datasets\Data\hardikpandya93_25298326_3040143428872383698_2055424_2206\2023-02-17_11-29-20_UTC_1.jpg,My bachhu ❤️😘,74406.84411764707,11,Friday,False,2,[],0,2
1009824958,339,2023-02-18 08:22:50,0,1,4,0,.\datasets\Data\hardikpandya93_25298326_3040774343454062547_1084859_1877\2023-02-18_08-22-50_UTC_1.jpg,"🖤 Timeless as per traditions & glam like his personality 🖤 in @farfetch ♠️

Photographer - @rahuljhangiani",74406.84411764707,8,Saturday,True,12,[],0,2
1009824958,339,2023-02-20 09:17:41,1,1,8,0,.\datasets\Data\hardikpandya93_25298326_3042251499450941398_3747414_4819\2023-02-20_09-17-41_UTC_1.jpg,Painted in love 💛,74406.84411764707,9,Monday,False,3,[],0,2
1009824958,339,2023-02-21 15:56:58,1,1,6,0,.\datasets\Data\hardikpandya93_25298326_3043177240074457082_3136411_4349\2023-02-21_15-56-58_UTC_1.jpg,My dance partner for life 🫶✨❤️,74406.84411764707,15,Tuesday,False,5,[],0,2
1009824958,339,2023-02-23 14:25:31,1,1,6,0,.\datasets\Data\hardikpandya93_25298326_3044580760787263931_1794911_2161\2023-02-23_14-25-31_UTC_1.jpg,✨ cheers to us baby 🤍,74406.84411764707,14,Thursday,False,4,[],0,2
1009824958,339,2023-03-03 13:32:58,0,1,2,1,.\datasets\Data\hardikpandya93_25298326_3050352519788246656_967557_1706\2023-03-03_13-32-58_UTC_1.jpg,"#Collab Acing the style game with my boAt smartwatch ⌚✌🏻

#boAthead @boat.nirvana",74406.84411764707,13,Friday,False,12,"['collab', 'boathead']",2,2
1009824958,339,2023-03-04 06:39:25,0,1,3,0,.\datasets\Data\hardikpandya93_25298326_3050869152294210263_2799769_2465\2023-03-04_06-39-25_UTC_1.jpg,Happy birthday to the backbone of our family ❤️ @pankhuriisharma,74406.84411764707,6,Saturday,True,9,[],0,2
1009824958,339,2023-03-05 09:30:41,0,0,1,0,.\datasets\Data\hardikpandya93_25298326_3051680124286082438_449609_1134\2023-03-05_09-30-41_UTC.jpg,"#collab For me SG is a symbol of excellence and achievement in the cricket world that represents the very best in the sport. 
www.shop.teamsg.in
@sgcricketofficial 
@parasjuny",74406.84411764707,9,Sunday,True,29,['collab'],1,1
1009824958,339,2023-03-08 06:48:41,0,0,1,0,.\datasets\Data\hardikpandya93_25298326_3053772914125939742_2164519_1833\2023-03-08_06-48-41_UTC.jpg,"Incredible women, inspirational women, thank you for everything you do for us 🙏 Happy women's day ❤️❤️❤️",74406.84411764707,6,Wednesday,False,16,[],0,2
1009824958,339,2023-03-09 12:13:02,0,0,1,0,.\datasets\Data\hardikpandya93_25298326_3054660943753716653_806702_1656\2023-03-09_12-13-02_UTC.jpg,On set 📸,74406.84411764707,12,Thursday,False,2,[],0,2
